"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?c=ruvvvvvfvtvnvv1vrvvvvfvvvvvvfvvvou20evvvvvvvvvvvvuvs&ct=0&vs=INTL.44-1-AFG-QBTU.A&vo=0&v=H&start=1990&end=2016&showdm=y"
"Sat Feb 02 2019 10:39:42 GMT-0600 (CST)"
"Source: U.S. Energy Information Administration"
,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"","France","Quad Btu",4.2466043846842,4.4493862599971,4.6144397297826,4.8382584987371,4.8655521970381,4.9445519829273,5.0308817234548,4.9266388845013,4.7790720438425,4.9240707462121,5.0398064528769,5.1597965758087,5.1449649410677,5.1627649312293,5.1864447592244,5.14863599882,5.19290789463,5.142690260161,5.24870679432,4.9198702100329,5.2015675152421,5.1994729818762,5.203828501244,5.2893936038516,5.3809129060949,5.3597963856754,5.0780056396027
"","French Guiana","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0.00547649,0.005584977,0.005781375,0.005939488,0.006159384,0.006338241,0.006553092,0.006789406,0.0069296,0.00721944,0.006674892,0.005785728,0.005094894,0.00524952,0.005069536,0.004560608
"","French Polynesia","Quad Btu",0.000717738,0.000772264,0.00093078,0.000969046,0.000990336,0.001289,0.00137522,0.001358329,0.001539747,0.000889662,0.001183316,0.001084965,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.0027053388,0.0022375948,0.0021534708,0.0022259153,0.001885833,0.0019038717,0.0020984336
"","Gabon","Quad Btu",0.591098602,0.642502,0.653184601,0.68307378,0.717286108,0.795156492,0.804986741,0.807408985,0.767644248,0.723717741,0.6897522108,0.5924924768,0.5527426859,0.5314135069,0.527636785,0.584198143472,0.5223758932,0.53554187344,0.5461883588,0.5328569608,0.54061186923091,0.52876219153841,0.51846233470714,0.49305863767789,0.49527915289789,0.48149206355424,0.47749752728545
"","Gambia, The","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999E-6,9.919E-6,1.9768E-5,1.9708E-5,3.0256E-5,3.21948E-5,3.49776E-5,2.94996E-5,2.95771E-5,2.9481E-5,3.82079E-5,3.78512E-5
"","Georgia","Quad Btu",--,--,0.077456461496557,0.074172423464423,0.076309719343025,0.056589991878602,0.064140111942872,0.069239447582147,0.071687276546442,0.072657204542872,0.066464337575006,0.063753667596429,0.072657571058577,0.073171908171436,0.066285916571436,0.099949495432147,0.092999484267865,0.093778630450013,0.094843031400724,0.087665758757282,0.11737126481329,0.10378516828833,0.094336735670844,0.104733849945,0.10537748091108,0.1024845067953,0.1100003025042
"","Germany","Quad Btu",--,5.8688182977019,5.6237472735489,5.2999569967396,5.1197935244158,5.0568003192803,5.1351806818931,5.0022328504316,4.7681072477203,4.8439285669489,4.9080987635069,4.9962271121034,5.0552919163903,5.0464877424042,5.1355056275611,5.0630603974801,5.2024461635144,5.1882998234656,5.1132099765858,4.882974564618,4.9556646908616,4.8619994938746,4.9501627861051,4.9401586895918,4.9268068178435,4.9848909181237,4.783764043277
"","Germany, East","Quad Btu",2.3252535452302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"","Germany, West","Quad Btu",4.8667924813836,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"","Ghana","Quad Btu",0.058916928,0.0633987,0.0703749792,0.0681377,0.06530302,0.070576352,0.080890972,0.079930966,0.049333424,0.065326122,0.082171408,0.082941779,0.066055538,0.05427371,0.067779712,0.068724107,0.068179077,0.04947164,0.073505494,0.07944576,0.082722184,0.238273604,0.246498056,0.29007885,0.3077745545,0.30237562391776,0.28752429102544
"","Gibraltar","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Greece","Quad Btu",0.29761679538397,0.31566026442863,0.31169473065794,0.30477638854349,0.3140881601816,0.32522761905045,0.34258657332692,0.3335327410963,0.33715150820182,0.33819172243571,0.35098638777068,0.34962507646248,0.37111972361658,0.38393462116027,0.39084160993233,0.38972763787398,0.38060663901782,0.35802652760179,0.36415328830726,0.38338453276428,0.37408397807627,0.35802003514768,0.38687710421344,0.39455676023858,0.39170135347551,0.38253933878918,0.31904097458633
"","Greenland","Quad Btu",0,0,0,0,0,0,0,0,0,0.001748646,0.001744371,0.001632614,0.001851486,0.0018225,0.001923072,0.002029797,0.001944124,0.002016336,0.001990508,0.0025864,0.002887776,0.003284008,0.00328302,0.003568334,0.00372792,0.003792833,0.003545088
"","Grenada","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.884E-7,9.854E-7,9.76E-7,2.04876E-5,3.01196E-5,2.94996E-5,2.95771E-5,0.00014265,1.8638E-5,1.93872E-5
"","Guadeloupe","Quad Btu",0.00031206,0.00031308,0.00031026,0.0003164863,0.0003167012,0.0003165784,0.00032054,0.000357455,0.00040788,0.00040904,0.00051005,0.00051665,0.00061038,0.00151875,0.0015024,0.00149985,0.00148785,0.001502368,0.001507662,0.0015128,0.001531692,0.001729448,0.001351272,0.001488396,0.00150258,0.001435126,0.001357104
"","Guam","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-7,1.9512E-6,1.9432E-6,5.7096E-6,1.9082E-5,2.853E-5,0.000288889,0.000609312
"","Guatemala","Quad Btu",0.033444462,0.03473258,0.0331823892,0.038800909,0.042838119,0.04434283512,0.0515875226,0.05845711841,0.07383950961,0.08112185156,0.0785118975,0.0761418268,0.0671108015,0.090789657,0.085000098,0.080644016,0.0908317607,0.085004932818,0.08460569312,0.0727317381,0.080925685637887,0.080600155373406,0.086841183406163,0.090854767047487,0.095246057601618,0.087922620557697,0.091452682102084
"","Guinea","Quad Btu",0.001799546,0.001836736,0.001840876,0.00185562,0.001877512,0.001969592,0.0020163,0.002910705,0.003130479,0.003998366,0.004141606,0.005641818,0.005991897,0.0040095,0.005498784,0.004889511,0.004523064,0.005268172,0.005163496,0.005054704,0.0047111724,0.0040214524,0.0046714044,0.004598762,0.00410832,0.003569177,0.003674336
"","Guinea-Bissau","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.853E-5,3.7276E-5,3.6928E-5
"","Guyana","Quad Btu",5.201E-5,5.218E-5,5.171E-5,5.1545E-5,5.158E-5,5.156E-5,5.17E-5,5.1065E-5,6.1182E-5,6.1356E-5,0,0,0,0,0,1.9998E-6,2.9757E-6,3.9536E-6,3.9416E-6,4.88E-6,5.8536E-6,7.7728E-6,9.516E-6,9.541E-6,8.559E-5,9.41219E-5,9.32432E-5
"","Haiti","Quad Btu",0.003827936,0.00360042,0.003288756,0.002793739,0.002382996,0.002578,0.00278146,0.002022174,0.003089691,0.00270989,0.00285628,0.00289324,0.002614461,0.0025515,0.002574112,0.002619738,0.002658292,0.001502368,0.001763866,0.0020008,0.0017073,0.00116592,0.002103036,0.001354822,0.00086541,0.000782796,0.000655472
"","Hawaiian Trade Zone","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"","Honduras","Quad Btu",0.021490532,0.021894728,0.02244214,0.023102469,0.0185688,0.017076672,0.02087646,0.021079632,0.019415088,0.02157686,0.022829838,0.019570702,0.01637853,0.01782,0.014633376,0.01859814,0.021732529,0.023098908,0.02429011,0.02866512,0.03287772,0.030585968,0.031935696,0.031475759,0.03027984,0.035086035,0.041008544
"","Hong Kong","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.919E-6,9.884E-6,9.854E-6,9.76E-6,0.0010637908,0.0019117803,0.0010620954,0.0014932055,0.0051157335,0.000969176,0.000960128
"","Hungary","Quad Btu",0.55518015878336,0.51744221995137,0.51010289851237,0.5012349613247,0.50372310487034,0.50088942836759,0.49086313873925,0.49711039634955,0.45113209205492,0.43193607899216,0.42830649759505,0.42547874094935,0.39468282558859,0.36749695329725,0.37761010083319,0.38246241962226,0.37627311576072,0.369367791409,0.37981734882541,0.3960382833895,0.39348794357176,0.38371690009826,0.36866704086316,0.3614304127099,0.3597336519364,0.3607888020069,0.36681110365657
"","Iceland","Quad Btu",0.046413724,0.04638802,0.046507974,0.048215193,0.04879468,0.0507866,0.0524238,0.05647717509,0.06342534,0.072839798,0.077680615,0.082281679,0.08484282,0.085282875,0.085616768,0.086101389,0.097731907,0.117530644,0.161024214,0.16307984,0.163354464,0.163704884,0.164560188,0.171690295,0.16929702,0.172904726,0.167736208
"","India","Quad Btu",6.1005207162765,6.4741694033806,6.5287658698758,6.7464452939184,7.2409661446439,7.660795559313,7.9077602325878,8.2514960275344,8.3935038363616,8.4546338532112,8.5690185750176,8.858898971093,9.3028666505567,9.8255843726449,10.36520006371,10.959517782277,11.585465867097,12.174249252828,12.214474319841,12.578690531393,13.721545707676,14.132121780246,15.112159398701,15.003396391942,15.562277267685,15.934377430994,16.284602242628
"","Indonesia","Quad Btu",5.2669323229686,5.8498196245847,6.0049330137934,6.2106544931338,6.5381841059648,6.7820989087975,7.2563808558896,7.2598887843764,7.3463990350907,7.7971063297841,7.5749325367546,7.3515636135966,7.5293673861833,7.8084255070759,8.1369092857304,8.5956533931614,9.2157317537947,9.9152152091404,10.808356487907,11.849091291544,13.112505532162,14.610515885038,15.546528954874,16.056911569338,15.256217836253,15.243392243254,15.158970076763
"","Iran","Quad Btu",7.6483493983793,8.255051779928,8.5253570099778,8.8354792072502,9.1602287032793,9.3470563166115,9.6408992117763,9.8412419644172,9.8971960670597,9.99752753127,10.399812250056,10.673965769956,10.445956013953,11.357238131022,12.058755019572,13.118966883246,13.126960765441,13.000080238447,13.361096713345,14.261896111548,14.610084197763,14.786237395773,13.633280013989,13.051025326806,13.900183463179,14.477596292619,17.019384650838
"","Iraq","Quad Btu",4.5415579380699,0.691692852,1.0182648906,1.2115888515,1.328095224,1.351806268,1.3898182964,2.6032770255,4.7064121885,5.4748607338,5.6225807165,5.2170595196,4.4221282556,2.8437092144,4.3773853855,4.1246473945,4.39362137976,4.563593591712,5.183920747284,5.173530109104,5.2110014301244,5.662033154831,6.4390614404006,6.5965022350727,7.235618663286,8.6696314530438,9.5610395174709
"","Ireland","Quad Btu",0.091018480704,0.09243637202816,0.09196638697268,0.10328056285048,0.10620282448863,0.10702790048863,0.10304479854,0.09221336726,0.07386047668,0.05966464064,0.05504067702,0.04035841755,0.04309628106,0.03584931561,0.0446531899,0.03947121694,0.04278730366,0.04516450514,0.05238035802,0.0564122181,0.048878435997551,0.062135168214304,0.059578106958265,0.062074134668221,0.068280370582877,0.079368193711703,0.18093215056979
"","Israel","Quad Btu",0.002096128,0.002127538,0.002745886,0.0023751271,0.00194432,0.00216534,0.0025825394,0.0030194964,0.0025869364,0.0019356237,0.0013967519,0.0012862337,0.0014632897,0.0021058584,0.0239904099,0.0255080863,0.0351503904,0.0413148308,0.0518797728,0.0439086076,0.058851464362477,0.098694535041004,0.055928802477869,0.17303140743651,0.29797048811597,0.32215064123767,0.36367827897918
"","Italy","Quad Btu",1.2025979979833,1.3010292929467,1.3295428503112,1.3584302060768,1.4262414206938,1.3608655439301,1.4293642988908,1.423671171608,1.408340529182,1.3482892151119,1.3287500781457,1.3003915269817,1.2286434509014,1.1855261530019,1.2657778751999,1.2099829279537,1.1818937042236,1.1012012755944,1.1840571396127,1.2048018919165,1.3232273732067,1.3810715759658,1.4467317538012,1.613768130299,1.6849620763602,1.5252672126766,1.405468919361
"","Jamaica","Quad Btu",0.002153214,0.001732376,0.0020684,0.002216435,0.002486156,0.002248016,0.00235752,0.002440907,0.002192355,0.002219042,0.002213617,0.001487952,0.0037323925,0.004869662,0.004621332,0.005220853,0.009301838,0.0088137735,0.0108883032,0.00315248,0.00321948,0.003682364,0.003968172,0.003644662,0.003804,0.003932618,0.007049292719016
"","Japan","Quad Btu",3.3201278110313,3.5304118613443,3.4602273290369,3.8257534914384,3.7215248421928,4.0976818327572,4.1950778487813,4.443971784134,4.5451168499579,4.3368580493592,4.3848376472727,4.3581556373811,4.041721665902,3.644702841656,4.05276110256,4.270615972508,4.5098011669555,4.151732908628,3.84843980952,4.0682942248213,4.3224384197216,3.089014529455,1.5909348421795,1.6843609181311,1.6836579845724,1.883657005894,2.0373441605476
"","Jordan","Quad Btu",0.006113462,0.005999312,0.0055491,0.008027029,0.0108644,0.01072128,0.0102042147,0.01072269345,0.0108690428,0.0108797328,0.01104822058,0.0110946201,0.0126217167,0.0125175867,0.01262255094,0.0114327844,0.0123360538,0.0085955906,0.00723600524,0.0067719844,0.0068107405486339,0.0064882056337705,0.0064063532,0.0055219389634973,0.0052960592234973,0.0067384138634973,0.0122300518844
"","Kazakhstan","Quad Btu",--,--,4.6794857571111,4.04194892797,3.797041148022,3.2884395834066,3.1838638612722,3.2691583923405,3.2244641628355,3.0629751347069,3.9421058424338,4.2605400617679,4.5059794443114,4.7431966119719,5.2566598537798,5.5489002753826,6.0644670931544,6.3582522969019,6.4455207394894,6.6760842022328,7.117375216944,7.38364222622,7.4406317471812,7.5301810040637,7.5429685824388,7.5395080692849,7.3586203377198
"","Kenya","Quad Btu",0.03160782926,0.033875256,0.033652868,0.03561831663,0.03528072,0.037566616,0.0396539,0.037931082,0.038269341,0.029819016,0.020983457,0.032807275,0.03855567,0.04384125,0.041977056,0.043155684,0.045369506,0.0474432,0.040765998,0.03689201398591,0.050159407668345,0.0508451202432,0.05859742850688,0.059496164986295,0.07285279394382,0.07981781894382,0.072531449324488
"","Kiribati","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9996E-6,3.9676E-6,3.9536E-6,4.927E-6,4.88E-6,6.8292E-6,6.8012E-6,7.6128E-6,7.6328E-6,9.51E-6,3.7276E-5,4.616E-5
"","Korea, North","Quad Btu",0.99981384705003,0.94230017063216,0.88447165151315,0.82244995232899,0.78453749727514,0.74545535722129,0.65968216184165,0.62964954871133,0.57412543505975,0.64112989490681,0.67271469283034,0.69353163002582,0.66127178363486,0.68205465876518,0.70184906142808,0.73972653963858,0.74906368284057,0.74070156175161,0.77162559386437,0.76645834880772,0.94355640078815,0.89192863635373,0.89441809410761,0.89001397596489,0.8993963927109,0.79678078710927,0.91439493883787
"","Korea, South","Quad Btu",1.0019884462275,0.96647930289908,0.88395303746456,0.84561032569841,0.77628491342581,0.81873696176758,0.85873790583567,0.87568654616143,1.0072339233445,1.1330345813476,1.1862108276395,1.2081623562305,1.2509307876366,1.3642234077196,1.3668899547421,1.4989433492592,1.5337064519136,1.4928866947381,1.5601794498334,1.5396872526165,1.5524113744299,1.6213988967753,1.5660808245394,1.4676159733962,1.622857688553,1.7100732770256,1.7284283095377
"","Kosovo","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.060899100993638,0.067907994173689,0.069182129961135,0.065139638578848,0.068119686959932,0.065337882063815,0.057598308004346,0.065620233861163,0.070286159066387
"","Kuwait","Quad Btu",2.7943994343367,0.42946735,2.4417913371,4.284872518,4.727394856,4.81286363,4.81895866585,4.84749400535,5.015417645,4.5972377444,5.036206958,4.81399319525,4.5805600785,5.1429402212,5.706709827,6.1195767515,6.13696623005,5.98488357486,6.292160193159,5.727603290255,5.6348526910028,6.2012672321649,6.5169112864693,6.5632827064809,6.4981641528174,6.7942676269195,7.073320979916
"","Kyrgyzstan","Quad Btu",--,--,0.13631019726281,0.12616664860032,0.1386637140693,0.12708482502496,0.13855640570455,0.12388701807725,0.11215790710324,0.13354553340757,0.1501050398406,0.14088083613987,0.12032225032344,0.1464726438272,0.1514072858142,0.13791564167659,0.1340625449313,0.13469051922326,0.10952699623327,0.11122431987337,0.11953184497548,0.15214477705221,0.1548944400776,0.14989009384024,0.15736640411766,0.13397123117829,0.13651901744998
"","Laos","Quad Btu",0.0085316455669946,0.0091751475669946,0.0089066475669946,0.0089711145669946,0.0088327595669946,0.011526274366689,0.014030884440054,0.013057813990342,0.020233878898462,0.025383125768349,0.037046746237221,0.038269829584986,0.037488033186347,0.033342883499137,0.035534779616618,0.041401375571499,0.042139821923955,0.040477400454639,0.045397269978328,0.042756320567979,0.095281470174519,0.14039010689542,0.1399268825094,0.1630670245793,0.16986775601756,0.20613230346396,0.23340274389447
"","Latvia","Quad Btu",--,--,0.025834316,0.029339414,0.033753952,0.029987296,0.01904628,0.029862812,0.030509424,0.027927206,0.028511795,0.029046063,0.025015407,0.023439375,0.0319614516,0.0341449594,0.02788090455,0.0284273188,0.03283517204,0.03649956641521,0.037256671009975,0.0319750503364,0.04246201244304,0.03572150660077,0.02929156104502,0.02841558284426,0.03403446119408
"","Lebanon","Quad Btu",0.003089394,0.00516582,0.00563639,0.007350317,0.008345644,0.00732152,0.0081686,0.009109996,0.007923069,0.003364354,0.004539445,0.00340989,0.006826083,0.013658625,0.011107744,0.010358964,0.006824272,0.005722836,0.003636126,0.00601216,0.008107236,0.007743652,0.009496968,0.01202166,0.00187347,0.00447312,0.003545088
"","Lesotho","Quad Btu",0,0,0,0,0,0,0,0,0,0.00199407,0.002937888,0.002944905,0.003194322,0.003290625,0.002974752,0.004589541,0.005207475,0.005475736,0.005754736,0.00632448,0.006770664,0.00476084,0.004624776,0.004913615,0.0049452,0.00493907,0.00470832
"","Liberia","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Libya","Quad Btu",3.1833751985981,3.431293275,3.342924776,3.1691507696,3.20529854,3.22787955,3.2765827962,3.3860069377,3.2614927696,3.068468972,3.29767908,3.2074570449,3.1121875781,3.301689855,3.6089214783,4.039306343,4.35185835395,4.5601322908,4.6213520745,4.38581674861,4.4489473539032,1.3726082942973,3.6650287174807,2.6410939992017,1.6522077716775,1.4966936448837,1.4062159508275
"","Lithuania","Quad Btu",--,--,0.151081146,0.138553106,0.089123035,0.123995128,0.145386614,0.127123653,0.153008157,0.114049033,0.10146630344,0.138458196,0.165803463,0.1764944192,0.17064927236,0.116549507607,0.0975399647,0.11006903745,0.11329719952,0.12284720929045,0.017916496221396,0.019036614037196,0.02057942797423,0.024398655385491,0.024273935895836,0.025756348410236,0.030731609052718
"","Luxembourg","Quad Btu",0.001081808,0.001262756,0.001044542,0.001092754,0.001629928,0.00144368,0.00104434,0.001337903,0.00173349,0.00158503,0.002060602,0.00207641635,0.00187132335,0.001701,0.002283648,0.002389761,0.00277732,0.003004736,0.002778828,0.00259616,0.003014604,0.003021676,0.003463824,0.004045384,0.0042795,0.004594267,0.005742304
"","Macau","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Macedonia","Quad Btu",--,--,0.050872577356344,0.048006167579512,0.049158568935586,0.052918102610797,0.052173821155213,0.050119730619304,0.061020003662005,0.059343901297369,0.057822000732342,0.055638354836132,0.054412293858855,0.059138843779956,0.05938519147789,0.057004233383348,0.056480844842472,0.049683129122993,0.054642561900193,0.058214922941934,0.064874683816747,0.064485122008488,0.054542732727629,0.05609032315413,0.053827966182449,0.055372047615023,0.050636486006835
"","Madagascar","Quad Btu",0.003515876,0.003464752,0.003536964,0.003546296,0.003579652,0.003805128,0.00435314,0.00459585,0.0050985,0.00526639,0.00550854,0.005455824,0.005442555,0.0061155,0.006350144,0.006409359,0.006258889,0.007037408,0.006818968,0.00716384,0.00687798,0.006713756,0.007194096,0.007737751,0.00837831,0.007557709,0.008687312
"","Malawi","Quad Btu",0.0090102811458613,0.0095576758366869,0.009796971511916,0.009801841911916,0.010170003836687,0.010283561686229,0.010651830587145,0.010977735637603,0.012379042788062,0.011251610757492,0.012621603020534,0.012467050133568,0.012516330231914,0.013852305123653,0.01445448449687,0.014917308404393,0.014554094543841,0.015694206408428,0.016271175158887,0.016868867066235,0.019292317107158,0.019679817421845,0.01654963381055,0.014097190883983,0.015048649872726,0.01293934141043,0.014742586350438
"","Malaysia","Quad Btu",1.8738410859905,2.0072023060978,2.0949786303224,2.1989983952311,2.3361081469166,2.5919387769756,2.7672461624256,2.9809315889405,3.1033181600603,3.065660689852,3.1690112210388,3.1508316586967,3.3198451020422,3.5013552089134,3.5424900803901,3.7454085718673,3.8345545285848,3.8219142646941,3.8929742826313,3.8156214763241,3.844948414345,3.7417202046352,3.7833006802633,3.8563502658871,3.9416605758268,3.9791955228188,4.0685973277075
"","Maldives","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999E-8,2.9757E-7,2.006452E-5,2.000362E-5,1.98128E-5,2.04876E-5,2.13752E-5,1.9032E-5,1.9082E-5,1.902E-5,1.8638E-5,1.8464E-5
"","Mali","Quad Btu",0.001882762,0.001899352,0.002151136,0.002247362,0.00226952,0.002299576,0.0021714,0.002318351,0.00234531,0.00235198,0.002376833,0.002417922,0.002400828,0.00236925,0.002483968,0.004469553,0.004751201,0.004655364,0.005636488,0.01062864,0.01117062,0.012125568,0.012532572,0.011659102,0.00996648,0.009906097,0.010635264
"","Malta","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-6,5.86327E-5,0.0001362807,0.00031519188,0.0003825967,0.0007713907,0.0009467913,0.00127077668
"","Martinique","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9998E-5,1.9838E-5,1.9768E-5,1.9708E-5,1.952E-5,9.756E-6,9.716E-6,1.9032E-5,1.9082E-5,1.902E-5,1.8638E-5,9.232E-6
"","Mauritania","Quad Btu",0.00026005,0.0002609,0.000268892,0.000268034,0.000288848,0.000288736,0.00028952,0.00030639,0.000285516,0.00030678,0.000326432,0.000351322,0.000345882,0.000415125,0.000440704,0.000489951,0.066376829,0.032610856,0.02759311,0.02513735355,0.01831749415,0.01733491869,0.0154826051,0.01677001,0.01466435587,0.014238988,0.013671708
"","Mauritius","Quad Btu",0.000873768,0.000772264,0.001158304,0.001061827,0.0007737,0.001381808,0.00105468,0.000939596,0.001060488,0.00317006,0.005151505,0.00537316,0.005239095,0.005538375,0.0057231424,0.0054334566,0.00492250213,0.00517348328,0.0058473636,0.006484538132635,0.00704255292192,0.0059804323204,0.00606152798808,0.00620455953197,0.00644165450094,0.00700823888576,0.006793974115584
"","Mexico","Quad Btu",7.6398672738594,7.9618034460072,7.9634434506221,8.0342684815819,8.1569024716025,8.1000366034033,8.8060879129806,9.1077100776387,9.3498068145135,9.0920083394825,9.380464275537,9.5818230490133,9.6525643032657,10.143478166418,10.290990207413,10.273875207203,10.338722916912,9.9640250658766,9.3828977827601,9.2086781572074,8.8539959662957,8.8945651248717,8.6994408923316,8.6093689139855,8.3799496256872,7.7850177404455,7.3154385669719
"","Micronesia","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Moldova","Quad Btu",--,--,0.007289929996,0.0074701654264,0.0049578689408,0.0044981789728,0.00484532084096,0.005260424507567,0.00417955860842,0.003712038,0.003998792,0.003709547,0.003540204,0.00362475,0.0035056,0.003589641,0.0053179155,0.003498936,0.00379379,0.00345504,0.003931668,0.003381168,0.002531256,0.00295771,0.00312879,0.003019356,0.0029525513
"","Mongolia","Quad Btu",0.17362446372695,0.17071333676771,0.15154841761943,0.1365300021669,0.12525988092877,0.12175788506994,0.12396548968069,0.11990648578776,0.12289910694036,0.12172469709391,0.12635736634042,0.12532129622365,0.13665969233317,0.12989212720475,0.13259675724074,0.18412430584416,0.2051884840054,0.23387507106309,0.25637679845015,0.36179117124872,0.62493232385254,0.7342214682672,0.71500195997777,0.84047168499205,0.61625552189369,0.63827662942379,0.94412865998011
"","Montenegro","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.030976638602539,0.023670880771067,0.030994612526731,0.028595414089702,0.044181479855635,0.029840581716805,0.03073488057284,0.038747128174269,0.031905356006747,0.030338423081548,0.029540359140442
"","Montserrat","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Morocco","Quad Btu",0.03048729541384,0.031151738440734,0.029033030667627,0.023715793041748,0.029364505899232,0.027716643899232,0.037371797232325,0.033006194552479,0.02497906090317,0.014440764130771,0.012615274421348,0.014521649798151,0.0133267982,0.019181741,0.021857612140287,0.014274171170143,0.015569103390048,0.0153626776,0.01527245328,0.0318105114,0.042877376018033,0.029224815518033,0.02565904995,0.043003195784426,0.037435972784426,0.045461485634426,0.046822957268
"","Mozambique","Quad Btu",0.002922962,0.00333952,0.003330124,0.003515369,0.003734392,0.003867,0.0057045021898821,0.010924012905247,0.018592797220611,0.081374293323104,0.1012313724264,0.12522553663301,0.13150464911507,0.11291201507404,0.15941408418537,0.21454578823631,0.24157138521177,0.2557261792264,0.26362012090847,0.26954675446887,0.28492293402928,0.32867312604547,0.45927890346378,0.5110340826057,0.56053344900315,0.56647930037614,0.53837568890177
"","Namibia","Quad Btu",0,0,0,0,0,0.01154944,0.0087373,0.006168652,0.010013454,0.011831482,0.013934566,0.014011548,0.014710158,0.015157125,0.015885376,0.016408359,0.01577121,0.01541904,0.014544504,0.013616176,0.0120496356,0.0135062116,0.0151409076,0.0120130731,0.013980651,0.0138582849,0.0124179632
"","Nauru","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Nepal","Quad Btu",0.009122554,0.009402836,0.0086493969863095,0.0089828219863095,0.0095975209863095,0.012024474958929,0.012316839452083,0.010996010945238,0.011781093424702,0.014875554876786,0.017041880383631,0.019247407931548,0.021736175917857,0.023040453424702,0.024112964438393,0.02522091147812,0.02725266148361,0.027855927306916,0.027906923787728,0.030575676300061,0.031410748219226,0.034087457369917,0.033719027520586,0.033718684904167,0.036605566789794,0.032924427835646,0.039855672479866
"","Netherlands","Quad Btu",2.63077604146,2.94601025326,2.92633855528,2.974519937545,2.91053581234,2.92446981946,3.26971508728,2.89710669494,2.793612854474,2.57231705258,2.48388742404,2.642089940166,2.614170892012,2.526597861462,2.943857757188,2.709849886056,2.654308431354,2.647182625612,2.884241505352,2.730903768564,3.0342067494876,2.8103016768795,2.8167144847177,3.0077740728503,2.5274332628186,2.0326784376928,1.9494724628595
"","Netherlands Antilles","Quad Btu",0,0,0,1.0309E-5,7.2212E-5,7.2184E-5,7.238E-5,7.1491E-5,7.1379E-5,7.1582E-5,0.00030603,0.00030999,0.00030519,0.00030375,0.00030048,0.00029997,0.00029757,0.00029652,0.00029562,0.0006344,0.000663408,0.000864724,0.002217228,0.002261217,0.00229191,0.00223656,0.00216952
"","New Caledonia","Quad Btu",0.004743312,0.00354824,0.003536964,0.003525678,0.003878816,0.00433104,0.0040326,0.00367668,0.004007421,0.004775542,0.004539445,0.00382321,0.003306225,0.003290625,0.0033356123659306,0.003559644,0.003124485,0.004210584,0.004759482,0.00421632,0.003053628,0.004051572,0.004301232,0.004789582,0.00325242,0.003746238,0.0025388
"","New Zealand","Quad Btu",0.58949898035702,0.61282922612534,0.59719153880497,0.62015914950289,0.63445542530216,0.63838985303621,0.65873996512858,0.69081001137365,0.64182184329315,0.66490883240577,0.66646603151416,0.6682718200414,0.68960017969648,0.62256024636385,0.62724579618233,0.59319624350767,0.60594816742864,0.64893886351237,0.67098721832958,0.68864690264909,0.72706539945834,0.6936442746357,0.67407046566575,0.66749056620707,0.7005497888695,0.67304894200594,0.66313142710554
