"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Afghanistan","Natural gas (including LNG) - final consumption","2017","Terajoules","6091.1781","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2016","Terajoules","6450.1713","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2015","Terajoules","5704.8702","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2014","Terajoules","5537.0799","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2013","Terajoules","6028.7445","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2012","Terajoules","6243","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2011","Terajoules","6282","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2010","Terajoules","5541","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2009","Terajoules","5541","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2008","Terajoules","6048","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2007","Terajoules","6282","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2006","Terajoules","6672","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2005","Terajoules","6711","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2004","Terajoules","4643","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2003","Terajoules","9443","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2002","Terajoules","11121","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2001","Terajoules","4250","1"
"Afghanistan","Natural gas (including LNG) - final consumption","2000","Terajoules","4550","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1999","Terajoules","4950","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1998","Terajoules","5350","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1997","Terajoules","5750","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1996","Terajoules","6250","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1995","Terajoules","6550","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1994","Terajoules","6830","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1993","Terajoules","7130","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1992","Terajoules","7373","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1991","Terajoules","7920","1"
"Afghanistan","Natural gas (including LNG) - final consumption","1990","Terajoules","8167","1"
"Albania","Natural gas (including LNG) - final consumption","2016","Terajoules","2147.6","1"
"Albania","Natural gas (including LNG) - final consumption","2015","Terajoules","519",""
"Albania","Natural gas (including LNG) - final consumption","2014","Terajoules","317.32",""
"Albania","Natural gas (including LNG) - final consumption","2013","Terajoules","217.76",""
"Albania","Natural gas (including LNG) - final consumption","2012","Terajoules","153.35",""
"Albania","Natural gas (including LNG) - final consumption","2011","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","2010","Terajoules","35.49",""
"Albania","Natural gas (including LNG) - final consumption","2009","Terajoules","39.25",""
"Albania","Natural gas (including LNG) - final consumption","2008","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","2007","Terajoules","84",""
"Albania","Natural gas (including LNG) - final consumption","2003","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","2002","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","2001","Terajoules","38",""
"Albania","Natural gas (including LNG) - final consumption","2000","Terajoules","42",""
"Albania","Natural gas (including LNG) - final consumption","1999","Terajoules","128",""
"Albania","Natural gas (including LNG) - final consumption","1998","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","1997","Terajoules","0",""
"Albania","Natural gas (including LNG) - final consumption","1996","Terajoules","894",""
"Albania","Natural gas (including LNG) - final consumption","1995","Terajoules","1077",""
"Albania","Natural gas (including LNG) - final consumption","1994","Terajoules","1205","1"
"Albania","Natural gas (including LNG) - final consumption","1993","Terajoules","2220",""
"Albania","Natural gas (including LNG) - final consumption","1992","Terajoules","2500","1"
"Albania","Natural gas (including LNG) - final consumption","1991","Terajoules","4479","1"
"Albania","Natural gas (including LNG) - final consumption","1990","Terajoules","8000","1"
"Algeria","Natural gas (including LNG) - final consumption","2016","Terajoules","710104.158",""
"Algeria","Natural gas (including LNG) - final consumption","2015","Terajoules","685338",""
"Algeria","Natural gas (including LNG) - final consumption","2014","Terajoules","605496",""
"Algeria","Natural gas (including LNG) - final consumption","2013","Terajoules","536329",""
"Algeria","Natural gas (including LNG) - final consumption","2012","Terajoules","516378",""
"Algeria","Natural gas (including LNG) - final consumption","2011","Terajoules","456151",""
"Algeria","Natural gas (including LNG) - final consumption","2010","Terajoules","423947",""
"Algeria","Natural gas (including LNG) - final consumption","2009","Terajoules","413605",""
"Algeria","Natural gas (including LNG) - final consumption","2008","Terajoules","385764",""
"Algeria","Natural gas (including LNG) - final consumption","2007","Terajoules","399646",""
"Algeria","Natural gas (including LNG) - final consumption","2006","Terajoules","373152",""
"Algeria","Natural gas (including LNG) - final consumption","2005","Terajoules","324393","1"
"Algeria","Natural gas (including LNG) - final consumption","2004","Terajoules","238629.995",""
"Algeria","Natural gas (including LNG) - final consumption","2003","Terajoules","320230.00004",""
"Algeria","Natural gas (including LNG) - final consumption","2002","Terajoules","288533.9948",""
"Algeria","Natural gas (including LNG) - final consumption","2001","Terajoules","268407",""
"Algeria","Natural gas (including LNG) - final consumption","2000","Terajoules","274438",""
"Algeria","Natural gas (including LNG) - final consumption","1999","Terajoules","272960",""
"Algeria","Natural gas (including LNG) - final consumption","1998","Terajoules","241504",""
"Algeria","Natural gas (including LNG) - final consumption","1997","Terajoules","234181",""
"Algeria","Natural gas (including LNG) - final consumption","1996","Terajoules","169106","1"
"Algeria","Natural gas (including LNG) - final consumption","1995","Terajoules","200762","1"
"Algeria","Natural gas (including LNG) - final consumption","1994","Terajoules","205405","1"
"Algeria","Natural gas (including LNG) - final consumption","1993","Terajoules","213011","1"
"Algeria","Natural gas (including LNG) - final consumption","1992","Terajoules","196527",""
"Algeria","Natural gas (including LNG) - final consumption","1991","Terajoules","178230",""
"Algeria","Natural gas (including LNG) - final consumption","1990","Terajoules","156192",""
"Angola","Natural gas (including LNG) - final consumption","2016","Terajoules","27393",""
"Angola","Natural gas (including LNG) - final consumption","2015","Terajoules","29260",""
"Angola","Natural gas (including LNG) - final consumption","2014","Terajoules","10359",""
"Angola","Natural gas (including LNG) - final consumption","2013","Terajoules","13862",""
"Angola","Natural gas (including LNG) - final consumption","2012","Terajoules","28880",""
"Angola","Natural gas (including LNG) - final consumption","2011","Terajoules","28500",""
"Angola","Natural gas (including LNG) - final consumption","2010","Terajoules","27854",""
"Angola","Natural gas (including LNG) - final consumption","2009","Terajoules","26220",""
"Angola","Natural gas (including LNG) - final consumption","2008","Terajoules","25840",""
"Angola","Natural gas (including LNG) - final consumption","2007","Terajoules","32387.43",""
"Angola","Natural gas (including LNG) - final consumption","2006","Terajoules","26534.28",""
"Angola","Natural gas (including LNG) - final consumption","2005","Terajoules","25363.65",""
"Angola","Natural gas (including LNG) - final consumption","2004","Terajoules","29265.75",""
"Angola","Natural gas (including LNG) - final consumption","2003","Terajoules","24700.000342",""
"Angola","Natural gas (including LNG) - final consumption","2002","Terajoules","23560.0018",""
"Angola","Natural gas (including LNG) - final consumption","2001","Terajoules","20140",""
"Angola","Natural gas (including LNG) - final consumption","2000","Terajoules","22040",""
"Angola","Natural gas (including LNG) - final consumption","1999","Terajoules","21280",""
"Angola","Natural gas (including LNG) - final consumption","1998","Terajoules","22040",""
"Angola","Natural gas (including LNG) - final consumption","1997","Terajoules","21660",""
"Angola","Natural gas (including LNG) - final consumption","1996","Terajoules","21280",""
"Angola","Natural gas (including LNG) - final consumption","1995","Terajoules","21280",""
"Angola","Natural gas (including LNG) - final consumption","1994","Terajoules","19760",""
"Angola","Natural gas (including LNG) - final consumption","1993","Terajoules","21280",""
"Angola","Natural gas (including LNG) - final consumption","1992","Terajoules","21660",""
"Angola","Natural gas (including LNG) - final consumption","1991","Terajoules","22040",""
"Angola","Natural gas (including LNG) - final consumption","1990","Terajoules","20520",""
"Argentina","Natural gas (including LNG) - final consumption","2016","Terajoules","1029838",""
"Argentina","Natural gas (including LNG) - final consumption","2015","Terajoules","1027075",""
"Argentina","Natural gas (including LNG) - final consumption","2014","Terajoules","1000645",""
"Argentina","Natural gas (including LNG) - final consumption","2013","Terajoules","840417",""
"Argentina","Natural gas (including LNG) - final consumption","2012","Terajoules","979210",""
"Argentina","Natural gas (including LNG) - final consumption","2011","Terajoules","980147",""
"Argentina","Natural gas (including LNG) - final consumption","2010","Terajoules","936781",""
"Argentina","Natural gas (including LNG) - final consumption","2009","Terajoules","899569",""
"Argentina","Natural gas (including LNG) - final consumption","2008","Terajoules","937245",""
"Argentina","Natural gas (including LNG) - final consumption","2007","Terajoules","956726",""
"Argentina","Natural gas (including LNG) - final consumption","2006","Terajoules","870730",""
"Argentina","Natural gas (including LNG) - final consumption","2005","Terajoules","837816",""
"Argentina","Natural gas (including LNG) - final consumption","2004","Terajoules","809311",""
"Argentina","Natural gas (including LNG) - final consumption","2003","Terajoules","822126",""
"Argentina","Natural gas (including LNG) - final consumption","2002","Terajoules","748582",""
"Argentina","Natural gas (including LNG) - final consumption","2001","Terajoules","744728",""
"Argentina","Natural gas (including LNG) - final consumption","2000","Terajoules","749280",""
"Argentina","Natural gas (including LNG) - final consumption","1999","Terajoules","708893",""
"Argentina","Natural gas (including LNG) - final consumption","1998","Terajoules","682688",""
"Argentina","Natural gas (including LNG) - final consumption","1997","Terajoules","656859",""
"Argentina","Natural gas (including LNG) - final consumption","1996","Terajoules","685429",""
"Argentina","Natural gas (including LNG) - final consumption","1995","Terajoules","633060",""
"Argentina","Natural gas (including LNG) - final consumption","1994","Terajoules","594222",""
"Argentina","Natural gas (including LNG) - final consumption","1993","Terajoules","564512",""
"Argentina","Natural gas (including LNG) - final consumption","1992","Terajoules","448976",""
"Argentina","Natural gas (including LNG) - final consumption","1991","Terajoules","400194",""
"Argentina","Natural gas (including LNG) - final consumption","1990","Terajoules","442993",""
"Armenia","Natural gas (including LNG) - final consumption","2016","Terajoules","56276.9",""
"Armenia","Natural gas (including LNG) - final consumption","2015","Terajoules","56982.64",""
"Armenia","Natural gas (including LNG) - final consumption","2014","Terajoules","61493.3698","1"
"Armenia","Natural gas (including LNG) - final consumption","2013","Terajoules","61009.65","1"
"Armenia","Natural gas (including LNG) - final consumption","2012","Terajoules","63095.896","1"
"Armenia","Natural gas (including LNG) - final consumption","2011","Terajoules","55393.725","1"
"Armenia","Natural gas (including LNG) - final consumption","2010","Terajoules","47428.8714","1"
"Armenia","Natural gas (including LNG) - final consumption","2009","Terajoules","52667.8868",""
"Armenia","Natural gas (including LNG) - final consumption","2008","Terajoules","63062.9002",""
"Armenia","Natural gas (including LNG) - final consumption","2007","Terajoules","54935.8904",""
"Armenia","Natural gas (including LNG) - final consumption","2006","Terajoules","45970.9997",""
"Armenia","Natural gas (including LNG) - final consumption","2005","Terajoules","43476",""
"Armenia","Natural gas (including LNG) - final consumption","2004","Terajoules","35107",""
"Armenia","Natural gas (including LNG) - final consumption","2003","Terajoules","27885",""
"Armenia","Natural gas (including LNG) - final consumption","2002","Terajoules","22546",""
"Armenia","Natural gas (including LNG) - final consumption","2001","Terajoules","22592",""
"Armenia","Natural gas (including LNG) - final consumption","2000","Terajoules","20407",""
"Armenia","Natural gas (including LNG) - final consumption","1999","Terajoules","17405",""
"Armenia","Natural gas (including LNG) - final consumption","1998","Terajoules","21357",""
"Armenia","Natural gas (including LNG) - final consumption","1997","Terajoules","18984",""
"Armenia","Natural gas (including LNG) - final consumption","1996","Terajoules","12687",""
"Armenia","Natural gas (including LNG) - final consumption","1995","Terajoules","28628",""
"Armenia","Natural gas (including LNG) - final consumption","1994","Terajoules","21452",""
"Armenia","Natural gas (including LNG) - final consumption","1993","Terajoules","18806",""
"Armenia","Natural gas (including LNG) - final consumption","1992","Terajoules","46951",""
"Australia","Natural gas (including LNG) - final consumption","2016","Terajoules","611546",""
"Australia","Natural gas (including LNG) - final consumption","2015","Terajoules","628755",""
"Australia","Natural gas (including LNG) - final consumption","2014","Terajoules","627541",""
"Australia","Natural gas (including LNG) - final consumption","2013","Terajoules","613240",""
"Australia","Natural gas (including LNG) - final consumption","2012","Terajoules","589204",""
"Australia","Natural gas (including LNG) - final consumption","2011","Terajoules","588496",""
"Australia","Natural gas (including LNG) - final consumption","2010","Terajoules","584968",""
"Australia","Natural gas (including LNG) - final consumption","2009","Terajoules","576077",""
"Australia","Natural gas (including LNG) - final consumption","2008","Terajoules","598758",""
"Australia","Natural gas (including LNG) - final consumption","2007","Terajoules","595871",""
"Australia","Natural gas (including LNG) - final consumption","2006","Terajoules","573622",""
"Australia","Natural gas (including LNG) - final consumption","2005","Terajoules","573599",""
"Australia","Natural gas (including LNG) - final consumption","2004","Terajoules","599025",""
"Australia","Natural gas (including LNG) - final consumption","2003","Terajoules","588119",""
"Australia","Natural gas (including LNG) - final consumption","2002","Terajoules","549601",""
"Australia","Natural gas (including LNG) - final consumption","2001","Terajoules","559019",""
"Australia","Natural gas (including LNG) - final consumption","2000","Terajoules","529828",""
"Australia","Natural gas (including LNG) - final consumption","1999","Terajoules","505943",""
"Australia","Natural gas (including LNG) - final consumption","1998","Terajoules","495172",""
"Australia","Natural gas (including LNG) - final consumption","1997","Terajoules","479713",""
"Australia","Natural gas (including LNG) - final consumption","1996","Terajoules","471831",""
"Australia","Natural gas (including LNG) - final consumption","1995","Terajoules","464780",""
"Australia","Natural gas (including LNG) - final consumption","1994","Terajoules","442550",""
"Australia","Natural gas (including LNG) - final consumption","1993","Terajoules","422990",""
"Australia","Natural gas (including LNG) - final consumption","1992","Terajoules","412965",""
"Australia","Natural gas (including LNG) - final consumption","1991","Terajoules","405215",""
"Australia","Natural gas (including LNG) - final consumption","1990","Terajoules","402643",""
"Austria","Natural gas (including LNG) - final consumption","2016","Terajoules","229372",""
"Austria","Natural gas (including LNG) - final consumption","2015","Terajoules","220620",""
"Austria","Natural gas (including LNG) - final consumption","2014","Terajoules","211603",""
"Austria","Natural gas (including LNG) - final consumption","2013","Terajoules","226417",""
"Austria","Natural gas (including LNG) - final consumption","2012","Terajoules","222129",""
"Austria","Natural gas (including LNG) - final consumption","2011","Terajoules","224356",""
"Austria","Natural gas (including LNG) - final consumption","2010","Terajoules","237940",""
"Austria","Natural gas (including LNG) - final consumption","2009","Terajoules","220501",""
"Austria","Natural gas (including LNG) - final consumption","2008","Terajoules","224250",""
"Austria","Natural gas (including LNG) - final consumption","2007","Terajoules","216313",""
"Austria","Natural gas (including LNG) - final consumption","2006","Terajoules","227617",""
"Austria","Natural gas (including LNG) - final consumption","2005","Terajoules","229185",""
"Austria","Natural gas (including LNG) - final consumption","2004","Terajoules","230598",""
"Austria","Natural gas (including LNG) - final consumption","2003","Terajoules","224313",""
"Austria","Natural gas (including LNG) - final consumption","2002","Terajoules","212326",""
"Austria","Natural gas (including LNG) - final consumption","2001","Terajoules","218943",""
"Austria","Natural gas (including LNG) - final consumption","2000","Terajoules","198658",""
"Austria","Natural gas (including LNG) - final consumption","1999","Terajoules","191776",""
"Austria","Natural gas (including LNG) - final consumption","1998","Terajoules","186989",""
"Austria","Natural gas (including LNG) - final consumption","1997","Terajoules","183310",""
"Austria","Natural gas (including LNG) - final consumption","1996","Terajoules","183159",""
"Austria","Natural gas (including LNG) - final consumption","1995","Terajoules","170611",""
"Austria","Natural gas (including LNG) - final consumption","1994","Terajoules","151530",""
"Austria","Natural gas (including LNG) - final consumption","1993","Terajoules","158948",""
"Austria","Natural gas (including LNG) - final consumption","1992","Terajoules","151498",""
"Austria","Natural gas (including LNG) - final consumption","1991","Terajoules","151935",""
"Austria","Natural gas (including LNG) - final consumption","1990","Terajoules","141050",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2016","Terajoules","182344",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2015","Terajoules","161977",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2014","Terajoules","152470",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2013","Terajoules","138621",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2012","Terajoules","140986",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2011","Terajoules","149623",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2010","Terajoules","142445.9",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2009","Terajoules","142393",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2008","Terajoules","169343",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2007","Terajoules","136265.1",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2006","Terajoules","144959",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2005","Terajoules","149520",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2004","Terajoules","145232",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2003","Terajoules","143318",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2002","Terajoules","149858",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2001","Terajoules","144240",""
"Azerbaijan","Natural gas (including LNG) - final consumption","2000","Terajoules","150267",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1999","Terajoules","154715",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1998","Terajoules","143312",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1997","Terajoules","165025",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1996","Terajoules","182199",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1995","Terajoules","169233",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1994","Terajoules","191891",""
"Azerbaijan","Natural gas (including LNG) - final consumption","1993","Terajoules","162170",""
"Bahrain","Natural gas (including LNG) - final consumption","2016","Terajoules","98603","1"
"Bahrain","Natural gas (including LNG) - final consumption","2015","Terajoules","98603",""
"Bahrain","Natural gas (including LNG) - final consumption","2014","Terajoules","101316",""
"Bahrain","Natural gas (including LNG) - final consumption","2013","Terajoules","93482",""
"Bahrain","Natural gas (including LNG) - final consumption","2012","Terajoules","64634",""
"Bahrain","Natural gas (including LNG) - final consumption","2011","Terajoules","73944",""
"Bahrain","Natural gas (including LNG) - final consumption","2010","Terajoules","75900",""
"Bahrain","Natural gas (including LNG) - final consumption","2009","Terajoules","64721",""
"Bahrain","Natural gas (including LNG) - final consumption","2008","Terajoules","64274",""
"Bahrain","Natural gas (including LNG) - final consumption","2007","Terajoules","56857",""
"Bahrain","Natural gas (including LNG) - final consumption","2006","Terajoules","108725",""
"Bahrain","Natural gas (including LNG) - final consumption","2005","Terajoules","80542",""
"Bahrain","Natural gas (including LNG) - final consumption","2004","Terajoules","73692",""
"Bahrain","Natural gas (including LNG) - final consumption","2003","Terajoules","73706",""
"Bahrain","Natural gas (including LNG) - final consumption","2002","Terajoules","77967",""
"Bahrain","Natural gas (including LNG) - final consumption","2001","Terajoules","75049",""
"Bahrain","Natural gas (including LNG) - final consumption","2000","Terajoules","68825",""
"Bahrain","Natural gas (including LNG) - final consumption","1999","Terajoules","71318",""
"Bahrain","Natural gas (including LNG) - final consumption","1998","Terajoules","73725",""
"Bahrain","Natural gas (including LNG) - final consumption","1997","Terajoules","130126",""
"Bahrain","Natural gas (including LNG) - final consumption","1996","Terajoules","161254","1"
"Bahrain","Natural gas (including LNG) - final consumption","1995","Terajoules","161125","1"
"Bahrain","Natural gas (including LNG) - final consumption","1994","Terajoules","152643","1"
"Bahrain","Natural gas (including LNG) - final consumption","1993","Terajoules","152027","1"
"Bahrain","Natural gas (including LNG) - final consumption","1992","Terajoules","127786","1"
"Bahrain","Natural gas (including LNG) - final consumption","1991","Terajoules","100440",""
"Bahrain","Natural gas (including LNG) - final consumption","1990","Terajoules","105630",""
"Bangladesh","Natural gas (including LNG) - final consumption","2016","Terajoules","449053.85783",""
"Bangladesh","Natural gas (including LNG) - final consumption","2015","Terajoules","411705.979923",""
"Bangladesh","Natural gas (including LNG) - final consumption","2014","Terajoules","381435",""
"Bangladesh","Natural gas (including LNG) - final consumption","2013","Terajoules","365624",""
"Bangladesh","Natural gas (including LNG) - final consumption","2012","Terajoules","355383",""
"Bangladesh","Natural gas (including LNG) - final consumption","2011","Terajoules","350414",""
"Bangladesh","Natural gas (including LNG) - final consumption","2010","Terajoules","344987",""
"Bangladesh","Natural gas (including LNG) - final consumption","2009","Terajoules","318496",""
"Bangladesh","Natural gas (including LNG) - final consumption","2008","Terajoules","294449",""
"Bangladesh","Natural gas (including LNG) - final consumption","2007","Terajoules","275477",""
"Bangladesh","Natural gas (including LNG) - final consumption","2006","Terajoules","241953",""
"Bangladesh","Natural gas (including LNG) - final consumption","2005","Terajoules","217199",""
"Bangladesh","Natural gas (including LNG) - final consumption","2004","Terajoules","205434",""
"Bangladesh","Natural gas (including LNG) - final consumption","2003","Terajoules","217341",""
"Bangladesh","Natural gas (including LNG) - final consumption","2002","Terajoules","180261",""
"Bangladesh","Natural gas (including LNG) - final consumption","2001","Terajoules","179056",""
"Bangladesh","Natural gas (including LNG) - final consumption","2000","Terajoules","164405",""
"Bangladesh","Natural gas (including LNG) - final consumption","1999","Terajoules","156206",""
"Bangladesh","Natural gas (including LNG) - final consumption","1998","Terajoules","147668",""
"Bangladesh","Natural gas (including LNG) - final consumption","1997","Terajoules","138093",""
"Bangladesh","Natural gas (including LNG) - final consumption","1996","Terajoules","142062",""
"Bangladesh","Natural gas (including LNG) - final consumption","1995","Terajoules","139128","1"
"Bangladesh","Natural gas (including LNG) - final consumption","1994","Terajoules","43710",""
"Bangladesh","Natural gas (including LNG) - final consumption","1993","Terajoules","102000","1"
"Bangladesh","Natural gas (including LNG) - final consumption","1992","Terajoules","94836",""
"Bangladesh","Natural gas (including LNG) - final consumption","1991","Terajoules","98956",""
"Bangladesh","Natural gas (including LNG) - final consumption","1990","Terajoules","84338",""
"Barbados","Natural gas (including LNG) - final consumption","2016","Terajoules","449.18",""
"Barbados","Natural gas (including LNG) - final consumption","2015","Terajoules","441.96",""
"Barbados","Natural gas (including LNG) - final consumption","2014","Terajoules","497.837192",""
"Barbados","Natural gas (including LNG) - final consumption","2013","Terajoules","420.92",""
"Barbados","Natural gas (including LNG) - final consumption","2012","Terajoules","425.11",""
"Barbados","Natural gas (including LNG) - final consumption","2011","Terajoules","388.95",""
"Barbados","Natural gas (including LNG) - final consumption","2010","Terajoules","384.6",""
"Barbados","Natural gas (including LNG) - final consumption","2009","Terajoules","416.22",""
"Barbados","Natural gas (including LNG) - final consumption","2008","Terajoules","388.1",""
"Barbados","Natural gas (including LNG) - final consumption","2007","Terajoules","409.24",""
"Barbados","Natural gas (including LNG) - final consumption","2006","Terajoules","311.9101",""
"Barbados","Natural gas (including LNG) - final consumption","2005","Terajoules","305.9617",""
"Barbados","Natural gas (including LNG) - final consumption","2004","Terajoules","294.491",""
"Barbados","Natural gas (including LNG) - final consumption","2003","Terajoules","286.5",""
"Barbados","Natural gas (including LNG) - final consumption","2002","Terajoules","276.42",""
"Barbados","Natural gas (including LNG) - final consumption","2001","Terajoules","268.44",""
"Barbados","Natural gas (including LNG) - final consumption","2000","Terajoules","250.03",""
"Barbados","Natural gas (including LNG) - final consumption","1999","Terajoules","243.09",""
"Barbados","Natural gas (including LNG) - final consumption","1998","Terajoules","243.093",""
"Barbados","Natural gas (including LNG) - final consumption","1997","Terajoules","243.09",""
"Barbados","Natural gas (including LNG) - final consumption","1996","Terajoules","243.09",""
"Barbados","Natural gas (including LNG) - final consumption","1995","Terajoules","277.81",""
"Barbados","Natural gas (including LNG) - final consumption","1994","Terajoules","243.09",""
"Barbados","Natural gas (including LNG) - final consumption","1993","Terajoules","243.09",""
"Barbados","Natural gas (including LNG) - final consumption","1992","Terajoules","208.36",""
"Barbados","Natural gas (including LNG) - final consumption","1991","Terajoules","208.36",""
"Barbados","Natural gas (including LNG) - final consumption","1990","Terajoules","243.09",""
"Belarus","Natural gas (including LNG) - final consumption","2016","Terajoules","206138",""
"Belarus","Natural gas (including LNG) - final consumption","2015","Terajoules","202564",""
"Belarus","Natural gas (including LNG) - final consumption","2014","Terajoules","216634",""
"Belarus","Natural gas (including LNG) - final consumption","2013","Terajoules","224057",""
"Belarus","Natural gas (including LNG) - final consumption","2012","Terajoules","222002",""
"Belarus","Natural gas (including LNG) - final consumption","2011","Terajoules","215820",""
"Belarus","Natural gas (including LNG) - final consumption","2010","Terajoules","218097",""
"Belarus","Natural gas (including LNG) - final consumption","2009","Terajoules","204455",""
"Belarus","Natural gas (including LNG) - final consumption","2008","Terajoules","207838",""
"Belarus","Natural gas (including LNG) - final consumption","2007","Terajoules","202414",""
"Belarus","Natural gas (including LNG) - final consumption","2006","Terajoules","196706",""
"Belarus","Natural gas (including LNG) - final consumption","2005","Terajoules","183781",""
"Belarus","Natural gas (including LNG) - final consumption","2004","Terajoules","176880",""
"Belarus","Natural gas (including LNG) - final consumption","2003","Terajoules","169126",""
"Belarus","Natural gas (including LNG) - final consumption","2002","Terajoules","159391",""
"Belarus","Natural gas (including LNG) - final consumption","2001","Terajoules","153272",""
"Belarus","Natural gas (including LNG) - final consumption","2000","Terajoules","149374",""
"Belarus","Natural gas (including LNG) - final consumption","1999","Terajoules","155393",""
"Belarus","Natural gas (including LNG) - final consumption","1998","Terajoules","149763",""
"Belarus","Natural gas (including LNG) - final consumption","1997","Terajoules","137768",""
"Belarus","Natural gas (including LNG) - final consumption","1996","Terajoules","139262",""
"Belarus","Natural gas (including LNG) - final consumption","1995","Terajoules","142449",""
"Belarus","Natural gas (including LNG) - final consumption","1994","Terajoules","119198",""
"Belarus","Natural gas (including LNG) - final consumption","1993","Terajoules","162026",""
"Belarus","Natural gas (including LNG) - final consumption","1992","Terajoules","169728",""
"Belgium","Natural gas (including LNG) - final consumption","2016","Terajoules","478907",""
"Belgium","Natural gas (including LNG) - final consumption","2015","Terajoules","461522",""
"Belgium","Natural gas (including LNG) - final consumption","2014","Terajoules","425916",""
"Belgium","Natural gas (including LNG) - final consumption","2013","Terajoules","496631",""
"Belgium","Natural gas (including LNG) - final consumption","2012","Terajoules","466003",""
"Belgium","Natural gas (including LNG) - final consumption","2011","Terajoules","449180",""
"Belgium","Natural gas (including LNG) - final consumption","2010","Terajoules","511057",""
"Belgium","Natural gas (including LNG) - final consumption","2009","Terajoules","457803",""
"Belgium","Natural gas (including LNG) - final consumption","2008","Terajoules","490298",""
"Belgium","Natural gas (including LNG) - final consumption","2007","Terajoules","493136",""
"Belgium","Natural gas (including LNG) - final consumption","2006","Terajoules","503284",""
"Belgium","Natural gas (including LNG) - final consumption","2005","Terajoules","482759",""
"Belgium","Natural gas (including LNG) - final consumption","2004","Terajoules","502949",""
"Belgium","Natural gas (including LNG) - final consumption","2003","Terajoules","488359",""
"Belgium","Natural gas (including LNG) - final consumption","2002","Terajoules","483853",""
"Belgium","Natural gas (including LNG) - final consumption","2001","Terajoules","476827",""
"Belgium","Natural gas (including LNG) - final consumption","2000","Terajoules","472940",""
"Belgium","Natural gas (including LNG) - final consumption","1999","Terajoules","451659",""
"Belgium","Natural gas (including LNG) - final consumption","1998","Terajoules","434673",""
"Belgium","Natural gas (including LNG) - final consumption","1997","Terajoules","416941",""
"Belgium","Natural gas (including LNG) - final consumption","1996","Terajoules","444947",""
"Belgium","Natural gas (including LNG) - final consumption","1995","Terajoules","400000",""
"Belgium","Natural gas (including LNG) - final consumption","1994","Terajoules","368288",""
"Belgium","Natural gas (including LNG) - final consumption","1993","Terajoules","361014",""
"Belgium","Natural gas (including LNG) - final consumption","1992","Terajoules","344114",""
"Belgium","Natural gas (including LNG) - final consumption","1991","Terajoules","334546",""
"Belgium","Natural gas (including LNG) - final consumption","1990","Terajoules","317260",""
"Bolivia (Plur. State of)","Natural gas (including LNG) - final consumption","2016","Terajoules","71074",""
